user_id,movie_id,movie_title,genre,language,release_year,duration_min,director,user_review,rating,sentiment,watch_time_min,recommend
1060,179,Titanic,Action,Hindi,1996,81,James Cameron,Not bad but could be better,3,Neutral,125,0
1061,121,Titanic,Drama,Korean,2021,148,Christopher Nolan,"Outstanding movie, highly recommended",5,Positive,87,1
1062,114,Inception,Romance,English,2003,122,Martin Scorsese,Very boring and predictable plot,2,Negative,41,0
1063,174,Parasite,Action,Hindi,2005,98,Martin Scorsese,Not bad but could be better,3,Neutral,65,0
1064,166,Forrest Gump,Drama,French,2010,164,Quentin Tarantino,Did not enjoy the movie at all,2,Negative,61,0
1065,111,Interstellar,Romance,English,2006,151,James Cameron,"Waste of time, disappointing movie",2,Negative,87,0
1066,163,Inception,Drama,English,2016,107,Quentin Tarantino,Average storyline but decent acting,4,Neutral,49,0
1067,143,Joker,Thriller,French,2011,120,Steven Spielberg,Poor acting and weak storyline,2,Negative,56,0
1068,128,The Dark Knight,Sci-Fi,Spanish,2022,159,Martin Scorsese,Average storyline but decent acting,4,Neutral,63,0
1069,135,Avengers,Drama,Korean,2022,153,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,47,1
1070,102,Parasite,Drama,Korean,1995,140,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,91,1
1071,110,The Dark Knight,Sci-Fi,Hindi,1999,130,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,170,1
1072,134,The Dark Knight,Action,English,2015,128,Quentin Tarantino,"Outstanding movie, highly recommended",4,Positive,142,1
1073,176,Interstellar,Thriller,French,2010,146,Quentin Tarantino,Loved the acting and direction,5,Positive,75,1
1074,128,Titanic,Action,English,2013,114,James Cameron,Amazing movie with great visuals and storyline,4,Positive,58,1
1075,179,Avengers,Sci-Fi,Spanish,1998,108,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,87,1
1076,181,Interstellar,Comedy,French,2004,173,Christopher Nolan,Loved the acting and direction,4,Positive,118,1
1077,121,The Dark Knight,Comedy,English,2000,103,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,91,1
1078,154,The Dark Knight,Action,Hindi,2003,89,James Cameron,Poor acting and weak storyline,1,Negative,151,0
1079,174,Inception,Sci-Fi,Hindi,2010,94,Christopher Nolan,"Movie was okay, nothing special",4,Neutral,151,1
1080,164,Avatar,Drama,English,1998,118,Steven Spielberg,"Waste of time, disappointing movie",1,Negative,164,0
1081,132,The Dark Knight,Sci-Fi,English,2021,125,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,154,1
1082,193,Inception,Drama,Spanish,2022,108,James Cameron,Not bad but could be better,2,Neutral,162,1
1083,194,Avengers,Romance,Hindi,2018,91,James Cameron,Amazing movie with great visuals and storyline,4,Positive,177,1
1084,180,Forrest Gump,Sci-Fi,French,2000,113,Steven Spielberg,Did not enjoy the movie at all,1,Negative,100,0
1085,139,Joker,Action,French,2011,169,Steven Spielberg,Did not enjoy the movie at all,2,Negative,100,0
1086,172,The Dark Knight,Romance,English,1995,143,James Cameron,Very boring and predictable plot,2,Negative,146,0
1087,185,Avatar,Romance,Spanish,2004,88,Steven Spielberg,Loved the acting and direction,5,Positive,172,1
1088,175,Titanic,Action,Spanish,2004,80,Quentin Tarantino,Amazing movie with great visuals and storyline,4,Positive,102,1
1089,117,The Dark Knight,Romance,French,2016,178,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,94,1
1090,193,Joker,Sci-Fi,French,2024,90,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,66,1
1091,186,Avengers,Sci-Fi,Spanish,2023,92,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,93,1
1092,155,The Dark Knight,Thriller,Hindi,2016,178,James Cameron,"Waste of time, disappointing movie",1,Negative,174,0
1093,139,Titanic,Romance,French,2024,160,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,107,1
1094,167,Parasite,Comedy,Korean,2011,167,Steven Spielberg,Not bad but could be better,3,Neutral,65,0
1095,152,Parasite,Action,French,1995,178,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,137,1
1096,174,Forrest Gump,Romance,Hindi,2014,149,Martin Scorsese,Loved the acting and direction,5,Positive,92,1
1097,151,Inception,Sci-Fi,French,2009,86,Christopher Nolan,Very boring and predictable plot,2,Negative,62,0
1098,137,Gladiator,Sci-Fi,Korean,2022,87,Christopher Nolan,Amazing movie with great visuals and storyline,5,Positive,54,1
1099,118,Forrest Gump,Comedy,Spanish,1999,108,James Cameron,"Movie was okay, nothing special",4,Neutral,162,0
1100,179,Joker,Action,English,1995,99,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,154,1
1101,113,Parasite,Action,French,2009,130,Christopher Nolan,Very boring and predictable plot,1,Negative,82,0
1102,123,Joker,Thriller,Korean,2021,158,Quentin Tarantino,"Waste of time, disappointing movie",2,Negative,153,0
1103,181,Inception,Drama,Hindi,2021,175,James Cameron,Very boring and predictable plot,2,Negative,67,0
1104,137,Interstellar,Comedy,English,2013,143,Steven Spielberg,Loved the acting and direction,5,Positive,152,1
1105,153,Avengers,Drama,English,2004,138,Christopher Nolan,Not bad but could be better,3,Neutral,148,0
1106,182,Gladiator,Sci-Fi,English,2024,125,James Cameron,"Movie was okay, nothing special",4,Neutral,38,1
1107,120,The Dark Knight,Thriller,French,2001,124,Martin Scorsese,"Fantastic experience, would watch again",5,Positive,32,1
1108,145,Gladiator,Romance,Spanish,2017,180,James Cameron,Amazing movie with great visuals and storyline,4,Positive,68,1
1109,182,Parasite,Sci-Fi,Spanish,2014,164,James Cameron,"Outstanding movie, highly recommended",5,Positive,47,1
1110,174,The Dark Knight,Thriller,French,2021,131,Christopher Nolan,Good movie for one time watch,2,Neutral,180,1
1111,185,Titanic,Sci-Fi,Spanish,2005,177,James Cameron,Loved the acting and direction,4,Positive,54,1
1112,193,Avengers,Sci-Fi,English,1996,158,Steven Spielberg,Poor acting and weak storyline,1,Negative,74,0
1113,177,Inception,Drama,Korean,1998,169,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,125,1
1114,162,Parasite,Comedy,Korean,2002,105,James Cameron,Loved the acting and direction,4,Positive,94,1
1115,103,Titanic,Drama,English,2020,97,Christopher Nolan,Loved the acting and direction,4,Positive,179,1
1116,123,Forrest Gump,Sci-Fi,Hindi,2021,106,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,117,1
1117,117,Titanic,Sci-Fi,Spanish,2015,128,Christopher Nolan,"Waste of time, disappointing movie",2,Negative,173,0
1118,115,Parasite,Drama,English,2014,149,Steven Spielberg,Average storyline but decent acting,4,Neutral,55,1
1119,190,The Dark Knight,Action,Hindi,2004,89,Martin Scorsese,"Outstanding movie, highly recommended",5,Positive,129,1
1120,189,Titanic,Thriller,Spanish,2024,113,Christopher Nolan,Good movie for one time watch,3,Neutral,169,0
1121,142,Inception,Drama,Hindi,2012,173,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,81,1
1122,109,Gladiator,Thriller,English,2006,89,Quentin Tarantino,Very boring and predictable plot,1,Negative,156,0
1123,134,Inception,Action,English,2010,144,James Cameron,"Movie was okay, nothing special",4,Neutral,63,1
1124,102,Inception,Action,Hindi,2012,157,Quentin Tarantino,Not bad but could be better,3,Neutral,88,1
1125,149,Avengers,Comedy,Hindi,2008,169,Quentin Tarantino,"Movie was okay, nothing special",4,Neutral,43,1
1126,145,Joker,Romance,Spanish,2024,87,James Cameron,"Movie was okay, nothing special",3,Neutral,124,0
1127,195,Forrest Gump,Thriller,English,2020,81,James Cameron,Amazing movie with great visuals and storyline,4,Positive,135,1
1128,156,Avatar,Romance,English,2005,124,Martin Scorsese,Very boring and predictable plot,1,Negative,62,0
1129,161,Titanic,Comedy,English,1997,112,Martin Scorsese,Average storyline but decent acting,3,Neutral,131,0
1130,191,Interstellar,Romance,French,2004,163,James Cameron,"Outstanding movie, highly recommended",4,Positive,143,1
1131,144,Avengers,Comedy,French,2010,115,Christopher Nolan,Good movie for one time watch,3,Neutral,43,0
1132,194,Forrest Gump,Drama,English,2006,172,James Cameron,Loved the acting and direction,4,Positive,108,1
1133,114,Inception,Sci-Fi,English,2003,115,Martin Scorsese,Loved the acting and direction,5,Positive,146,1
1134,178,Avengers,Sci-Fi,English,2022,128,Quentin Tarantino,Amazing movie with great visuals and storyline,4,Positive,101,1
1135,123,Avengers,Thriller,English,2016,119,Christopher Nolan,Loved the acting and direction,4,Positive,127,1
1136,196,Gladiator,Drama,English,2005,172,Martin Scorsese,Good movie for one time watch,2,Neutral,97,1
1137,170,Avengers,Comedy,Korean,2022,148,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,57,1
1138,159,Joker,Drama,English,2003,167,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,127,1
1139,173,Avengers,Action,French,2003,126,Steven Spielberg,Loved the acting and direction,5,Positive,116,1
1140,184,The Dark Knight,Romance,Hindi,2009,139,Christopher Nolan,"Movie was okay, nothing special",2,Neutral,175,1
1141,161,Forrest Gump,Drama,Spanish,1996,154,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,121,1
1142,123,Interstellar,Romance,Korean,2022,143,James Cameron,"Outstanding movie, highly recommended",4,Positive,142,1
1143,129,Titanic,Comedy,English,2000,167,Martin Scorsese,Loved the acting and direction,4,Positive,42,1
1144,191,Joker,Action,Korean,2003,82,Steven Spielberg,"Waste of time, disappointing movie",1,Negative,171,0
1145,113,Titanic,Thriller,Spanish,1998,145,Christopher Nolan,"Movie was okay, nothing special",4,Neutral,119,0
1146,109,Avengers,Romance,Hindi,1995,121,Martin Scorsese,"Outstanding movie, highly recommended",5,Positive,136,1
1147,137,Gladiator,Action,Hindi,2006,85,Steven Spielberg,Good movie for one time watch,3,Neutral,150,1
1148,140,Forrest Gump,Comedy,French,2020,154,Steven Spielberg,Very boring and predictable plot,1,Negative,84,0
1149,148,Titanic,Action,Hindi,2013,144,Martin Scorsese,Did not enjoy the movie at all,1,Negative,68,0
1150,106,Gladiator,Sci-Fi,French,2011,136,Steven Spielberg,Not bad but could be better,4,Neutral,165,0
1151,131,The Dark Knight,Drama,Spanish,2005,175,Christopher Nolan,"Outstanding movie, highly recommended",4,Positive,114,1
1152,110,The Dark Knight,Thriller,French,1997,126,Quentin Tarantino,Not bad but could be better,4,Neutral,122,1
1153,116,Forrest Gump,Drama,Spanish,2016,154,James Cameron,Not bad but could be better,3,Neutral,175,0
1154,110,Avengers,Sci-Fi,French,1999,153,Quentin Tarantino,Good movie for one time watch,3,Neutral,60,1
1155,121,Titanic,Sci-Fi,Korean,2019,150,Quentin Tarantino,Average storyline but decent acting,2,Neutral,33,1
1156,188,Avatar,Action,Hindi,2011,147,Quentin Tarantino,Average storyline but decent acting,2,Neutral,36,1
1157,189,Forrest Gump,Drama,Korean,1998,123,Steven Spielberg,"Waste of time, disappointing movie",1,Negative,132,0
1158,194,The Dark Knight,Sci-Fi,Spanish,2015,137,Quentin Tarantino,"Movie was okay, nothing special",4,Neutral,48,0
1159,192,Gladiator,Thriller,English,1999,80,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,76,1
1160,122,Forrest Gump,Comedy,French,2003,178,Christopher Nolan,Not bad but could be better,3,Neutral,142,1
1161,172,Forrest Gump,Thriller,French,2011,134,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,42,1
1162,105,Joker,Sci-Fi,French,2003,153,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,66,1
1163,115,Interstellar,Romance,Spanish,2009,108,James Cameron,"Outstanding movie, highly recommended",5,Positive,72,1
1164,185,Interstellar,Drama,English,2001,150,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,89,1
1165,168,Joker,Action,Spanish,2021,83,Steven Spielberg,"Movie was okay, nothing special",4,Neutral,168,0
1166,116,Parasite,Romance,English,2017,170,Christopher Nolan,"Fantastic experience, would watch again",5,Positive,163,1
1167,111,Avatar,Romance,English,2006,90,James Cameron,"Fantastic experience, would watch again",5,Positive,97,1
1168,158,Forrest Gump,Comedy,English,2017,168,Steven Spielberg,Good movie for one time watch,2,Neutral,100,1
1169,190,Forrest Gump,Romance,Hindi,2021,151,Christopher Nolan,Very boring and predictable plot,2,Negative,55,0
1170,175,Avengers,Drama,Hindi,2003,140,James Cameron,Very boring and predictable plot,1,Negative,65,0
1171,116,Joker,Comedy,English,2011,172,James Cameron,Loved the acting and direction,5,Positive,102,1
1172,178,Joker,Comedy,Hindi,1996,133,Steven Spielberg,Amazing movie with great visuals and storyline,5,Positive,172,1
1173,167,Avatar,Romance,Hindi,2023,117,Quentin Tarantino,Average storyline but decent acting,4,Neutral,153,1
1174,161,Interstellar,Action,Hindi,1998,176,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,169,1
1175,184,Avengers,Action,Hindi,2009,120,Christopher Nolan,"Fantastic experience, would watch again",5,Positive,93,1
1176,162,Gladiator,Sci-Fi,Hindi,1995,117,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,153,1
1177,186,The Dark Knight,Sci-Fi,Spanish,2020,136,Quentin Tarantino,Not bad but could be better,2,Neutral,96,1
1178,193,Joker,Romance,English,2004,137,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,154,1
1179,178,Gladiator,Romance,Hindi,2014,149,Christopher Nolan,Loved the acting and direction,4,Positive,58,1
1180,199,The Dark Knight,Romance,French,1997,163,Christopher Nolan,Very boring and predictable plot,2,Negative,53,0
1181,168,Avengers,Comedy,Hindi,2004,100,Steven Spielberg,Good movie for one time watch,4,Neutral,70,0
1182,104,Inception,Thriller,English,2011,130,Quentin Tarantino,Loved the acting and direction,4,Positive,33,1
1183,129,Joker,Action,Korean,2018,95,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,36,1
1184,109,Titanic,Thriller,Spanish,1995,81,Martin Scorsese,Average storyline but decent acting,4,Neutral,51,1
1185,177,Interstellar,Romance,Spanish,2011,175,Christopher Nolan,Average storyline but decent acting,2,Neutral,79,1
1186,133,Gladiator,Sci-Fi,Spanish,2004,134,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,55,1
1187,136,Forrest Gump,Thriller,Hindi,2007,82,Quentin Tarantino,"Fantastic experience, would watch again",5,Positive,153,1
1188,128,Gladiator,Action,Spanish,2019,109,Quentin Tarantino,Good movie for one time watch,4,Neutral,145,0
1189,118,Titanic,Action,French,2000,106,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,115,1
1190,166,Gladiator,Drama,English,2019,143,Steven Spielberg,"Movie was okay, nothing special",2,Neutral,151,1
1191,141,Gladiator,Thriller,Spanish,2022,80,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,39,1
1192,183,Joker,Romance,Spanish,2017,141,Martin Scorsese,Not bad but could be better,4,Neutral,110,1
1193,148,Avatar,Action,Hindi,2011,175,Christopher Nolan,"Movie was okay, nothing special",2,Neutral,49,1
1194,154,Parasite,Drama,French,2010,97,Martin Scorsese,"Fantastic experience, would watch again",4,Positive,39,1
1195,155,Interstellar,Comedy,Korean,2011,121,Martin Scorsese,Amazing movie with great visuals and storyline,5,Positive,60,1
1196,166,Joker,Thriller,Korean,2011,157,Steven Spielberg,Poor acting and weak storyline,1,Negative,104,0
1197,121,Forrest Gump,Comedy,Spanish,1995,120,Quentin Tarantino,Loved the acting and direction,5,Positive,64,1
1198,139,Joker,Drama,English,2012,138,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,31,1
1199,144,Forrest Gump,Drama,Korean,2015,81,James Cameron,"Fantastic experience, would watch again",4,Positive,47,1
1200,179,Avengers,Romance,French,2012,162,James Cameron,"Fantastic experience, would watch again",5,Positive,124,1
1201,135,Avatar,Romance,French,1998,96,Martin Scorsese,Loved the acting and direction,4,Positive,85,1
1202,126,Avatar,Action,Hindi,2001,91,Martin Scorsese,Not bad but could be better,3,Neutral,151,1
1203,141,Titanic,Action,Hindi,2011,136,Quentin Tarantino,Loved the acting and direction,5,Positive,30,1
1204,171,Avengers,Sci-Fi,Spanish,2017,140,Steven Spielberg,Good movie for one time watch,3,Neutral,91,0
1205,121,Interstellar,Comedy,Hindi,2021,135,Martin Scorsese,"Outstanding movie, highly recommended",4,Positive,84,1
1206,155,The Dark Knight,Drama,English,2022,126,Quentin Tarantino,"Outstanding movie, highly recommended",4,Positive,172,1
1207,178,Forrest Gump,Drama,Spanish,2006,102,Christopher Nolan,Good movie for one time watch,4,Neutral,84,1
1208,175,Interstellar,Romance,English,2024,127,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,31,1
1209,182,Interstellar,Comedy,Spanish,2007,85,Steven Spielberg,"Movie was okay, nothing special",4,Neutral,38,1
1210,177,Parasite,Sci-Fi,Hindi,2010,175,Martin Scorsese,Amazing movie with great visuals and storyline,4,Positive,150,1
1211,178,Avatar,Comedy,Hindi,2022,96,Christopher Nolan,Very boring and predictable plot,2,Negative,37,0
1212,181,Inception,Romance,English,2022,149,Steven Spielberg,Amazing movie with great visuals and storyline,4,Positive,143,1
1213,186,The Dark Knight,Comedy,Hindi,2023,155,Steven Spielberg,Poor acting and weak storyline,1,Negative,115,0
1214,124,Forrest Gump,Drama,Korean,1997,102,Quentin Tarantino,Not bad but could be better,3,Neutral,46,0
1215,181,Inception,Romance,Korean,2012,124,Christopher Nolan,Loved the acting and direction,5,Positive,74,1
1216,114,Titanic,Drama,English,2000,120,Martin Scorsese,Amazing movie with great visuals and storyline,5,Positive,52,1
1217,181,The Dark Knight,Sci-Fi,English,2023,172,James Cameron,"Movie was okay, nothing special",2,Neutral,85,0
1218,106,Avengers,Comedy,Korean,2000,115,James Cameron,Loved the acting and direction,4,Positive,109,1
1219,125,Avatar,Romance,Korean,2017,136,Steven Spielberg,Not bad but could be better,2,Neutral,99,0
1220,198,Forrest Gump,Sci-Fi,Hindi,1996,154,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,119,1
1221,182,Interstellar,Drama,Korean,2017,144,Martin Scorsese,Loved the acting and direction,5,Positive,118,1
1222,198,Joker,Romance,Hindi,2009,113,Christopher Nolan,"Waste of time, disappointing movie",1,Negative,161,0
1223,159,Gladiator,Romance,Korean,2013,128,Martin Scorsese,Poor acting and weak storyline,2,Negative,65,0
1224,101,Avatar,Sci-Fi,Spanish,2005,123,Christopher Nolan,"Waste of time, disappointing movie",1,Negative,121,0
1225,159,Forrest Gump,Drama,English,2009,158,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,71,1
1226,131,Interstellar,Comedy,Korean,2014,123,Quentin Tarantino,Not bad but could be better,4,Neutral,151,1
1227,113,Avengers,Sci-Fi,Korean,2013,131,Martin Scorsese,Good movie for one time watch,2,Neutral,159,0
1228,125,Gladiator,Drama,Hindi,2016,122,Christopher Nolan,Loved the acting and direction,5,Positive,164,1
1229,158,Avengers,Drama,Spanish,1995,164,James Cameron,"Waste of time, disappointing movie",1,Negative,118,0
1230,110,Avatar,Drama,Hindi,2008,91,James Cameron,Loved the acting and direction,5,Positive,108,1
1231,120,The Dark Knight,Action,Spanish,2012,167,Quentin Tarantino,"Outstanding movie, highly recommended",4,Positive,152,1
1232,190,Joker,Action,Spanish,1999,120,James Cameron,Not bad but could be better,4,Neutral,148,1
1233,176,Avengers,Thriller,English,2006,142,Martin Scorsese,"Outstanding movie, highly recommended",5,Positive,138,1
1234,146,The Dark Knight,Thriller,English,2014,156,Quentin Tarantino,Loved the acting and direction,4,Positive,124,1
1235,124,Inception,Drama,Korean,2008,91,Steven Spielberg,Poor acting and weak storyline,1,Negative,157,0
1236,136,Interstellar,Sci-Fi,Spanish,1996,113,Quentin Tarantino,Loved the acting and direction,5,Positive,68,1
1237,110,The Dark Knight,Comedy,English,2015,131,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,149,1
1238,101,Parasite,Comedy,Spanish,2008,178,Christopher Nolan,Loved the acting and direction,5,Positive,146,1
1239,164,The Dark Knight,Sci-Fi,Korean,2022,148,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,145,1
1240,197,Avengers,Comedy,English,1999,80,Steven Spielberg,Loved the acting and direction,5,Positive,166,1
1241,178,Parasite,Sci-Fi,English,2009,116,Christopher Nolan,"Waste of time, disappointing movie",1,Negative,161,0
1242,106,Gladiator,Comedy,Korean,2003,134,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,123,1
1243,137,The Dark Knight,Sci-Fi,English,2009,121,Steven Spielberg,"Movie was okay, nothing special",4,Neutral,75,1
1244,194,Avengers,Drama,Hindi,1997,148,Christopher Nolan,"Movie was okay, nothing special",3,Neutral,166,0
1245,135,The Dark Knight,Sci-Fi,French,2002,173,Martin Scorsese,Loved the acting and direction,5,Positive,140,1
1246,104,Avatar,Thriller,English,2007,145,Christopher Nolan,"Movie was okay, nothing special",2,Neutral,125,1
1247,102,Avatar,Comedy,Korean,2018,163,Christopher Nolan,"Outstanding movie, highly recommended",5,Positive,132,1
1248,173,Interstellar,Romance,French,2011,149,James Cameron,Did not enjoy the movie at all,1,Negative,79,0
1249,197,Avengers,Romance,Hindi,2003,144,Christopher Nolan,"Movie was okay, nothing special",3,Neutral,85,1
1250,100,Avengers,Drama,English,2020,133,James Cameron,Average storyline but decent acting,4,Neutral,99,1
1251,128,Joker,Action,Korean,2002,88,Martin Scorsese,"Fantastic experience, would watch again",5,Positive,54,1
1252,169,Avengers,Sci-Fi,French,1995,123,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,114,1
1253,195,Parasite,Drama,French,2017,101,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,148,1
1254,171,The Dark Knight,Action,Hindi,2018,147,Steven Spielberg,Amazing movie with great visuals and storyline,4,Positive,154,1
1255,103,Avatar,Thriller,French,2000,159,Steven Spielberg,"Outstanding movie, highly recommended",5,Positive,149,1
1256,195,Parasite,Drama,Spanish,2024,148,James Cameron,Not bad but could be better,2,Neutral,172,1
1257,127,Joker,Action,French,2004,102,James Cameron,Amazing movie with great visuals and storyline,4,Positive,131,1
1258,196,Joker,Sci-Fi,French,2003,120,Steven Spielberg,Not bad but could be better,4,Neutral,120,1
1259,151,Parasite,Sci-Fi,Korean,2021,137,James Cameron,Good movie for one time watch,4,Neutral,87,1
1260,100,Forrest Gump,Romance,Spanish,2015,102,Christopher Nolan,Poor acting and weak storyline,2,Negative,103,0
1261,124,Inception,Thriller,Hindi,1999,158,Martin Scorsese,"Fantastic experience, would watch again",5,Positive,135,1
1262,141,Gladiator,Drama,Hindi,2013,160,Quentin Tarantino,"Movie was okay, nothing special",4,Neutral,35,1
1263,165,Joker,Drama,Spanish,2006,172,James Cameron,Good movie for one time watch,2,Neutral,171,1
1264,137,Titanic,Action,Hindi,2013,139,Quentin Tarantino,Loved the acting and direction,5,Positive,63,1
1265,159,Forrest Gump,Comedy,English,2020,157,Steven Spielberg,"Fantastic experience, would watch again",4,Positive,75,1
1266,192,Titanic,Action,English,2016,166,Quentin Tarantino,Poor acting and weak storyline,1,Negative,148,0
1267,200,Avengers,Romance,French,1998,171,Martin Scorsese,Did not enjoy the movie at all,2,Negative,48,0
1268,137,Avengers,Comedy,English,2006,131,Martin Scorsese,"Movie was okay, nothing special",3,Neutral,45,1
1269,118,Interstellar,Thriller,English,2018,101,Steven Spielberg,Not bad but could be better,3,Neutral,56,0
1270,161,Joker,Romance,English,2005,162,Christopher Nolan,"Outstanding movie, highly recommended",4,Positive,92,1
1271,143,Interstellar,Comedy,Spanish,2005,180,Quentin Tarantino,"Fantastic experience, would watch again",4,Positive,96,1
1272,118,Forrest Gump,Romance,English,2002,127,Martin Scorsese,Good movie for one time watch,4,Neutral,65,0
1273,172,Interstellar,Sci-Fi,Spanish,2016,117,James Cameron,"Outstanding movie, highly recommended",5,Positive,70,1
1274,132,Joker,Action,Hindi,2013,118,James Cameron,Average storyline but decent acting,2,Neutral,128,1
1275,179,Avatar,Romance,Hindi,2013,144,Steven Spielberg,Good movie for one time watch,3,Neutral,152,1
1276,161,Avatar,Sci-Fi,Spanish,1995,165,Christopher Nolan,Not bad but could be better,3,Neutral,164,0
1277,119,Interstellar,Thriller,English,2015,105,Steven Spielberg,"Outstanding movie, highly recommended",4,Positive,87,1
1278,146,Inception,Sci-Fi,English,2005,144,Christopher Nolan,Amazing movie with great visuals and storyline,4,Positive,81,1
1279,172,Forrest Gump,Drama,Hindi,2003,174,James Cameron,Amazing movie with great visuals and storyline,4,Positive,144,1
1280,105,Gladiator,Romance,French,2003,91,James Cameron,Average storyline but decent acting,2,Neutral,75,1
1281,126,Joker,Drama,French,2019,154,Quentin Tarantino,"Movie was okay, nothing special",2,Neutral,45,1
1282,125,Parasite,Action,Spanish,1997,140,James Cameron,Amazing movie with great visuals and storyline,5,Positive,48,1
1283,172,Inception,Thriller,Spanish,2022,94,Quentin Tarantino,Loved the acting and direction,5,Positive,106,1
1284,132,Avengers,Thriller,Korean,2010,160,James Cameron,Average storyline but decent acting,4,Neutral,30,1
1285,133,Forrest Gump,Drama,Korean,2003,166,Martin Scorsese,"Fantastic experience, would watch again",5,Positive,106,1
1286,100,The Dark Knight,Thriller,Spanish,2010,100,James Cameron,Not bad but could be better,2,Neutral,154,0
1287,156,The Dark Knight,Comedy,French,2021,103,James Cameron,"Fantastic experience, would watch again",5,Positive,54,1
1288,139,The Dark Knight,Thriller,Spanish,1998,167,Steven Spielberg,Average storyline but decent acting,2,Neutral,158,1
1289,120,Joker,Sci-Fi,Hindi,2022,100,Martin Scorsese,Poor acting and weak storyline,1,Negative,112,0
1290,199,Interstellar,Drama,Korean,2010,118,Steven Spielberg,Good movie for one time watch,4,Neutral,136,1
1291,157,Interstellar,Sci-Fi,French,2007,177,Quentin Tarantino,"Outstanding movie, highly recommended",5,Positive,110,1
1292,145,Avatar,Sci-Fi,Korean,1995,170,James Cameron,"Fantastic experience, would watch again",4,Positive,134,1
1293,103,The Dark Knight,Sci-Fi,Spanish,2005,151,Martin Scorsese,"Outstanding movie, highly recommended",5,Positive,125,1
1294,113,Titanic,Drama,Hindi,2005,172,Quentin Tarantino,Average storyline but decent acting,4,Neutral,100,1
1295,188,Parasite,Drama,Korean,2014,155,Quentin Tarantino,Did not enjoy the movie at all,1,Negative,129,0
1296,168,The Dark Knight,Sci-Fi,Korean,1998,140,James Cameron,Amazing movie with great visuals and storyline,5,Positive,100,1
1297,119,Avatar,Thriller,Korean,2013,105,Martin Scorsese,Very boring and predictable plot,2,Negative,135,0
1298,169,Interstellar,Thriller,French,2021,117,Christopher Nolan,Loved the acting and direction,5,Positive,176,1
1299,198,Parasite,Comedy,Hindi,2000,121,Quentin Tarantino,Amazing movie with great visuals and storyline,5,Positive,122,1
1300,186,Interstellar,Romance,French,2018,82,James Cameron,"Outstanding movie, highly recommended",5,Positive,80,1
1301,162,Inception,Thriller,English,2024,145,Steven Spielberg,"Fantastic experience, would watch again",5,Positive,131,1
1302,141,Forrest Gump,Sci-Fi,Korean,2013,122,Christopher Nolan,"Fantastic experience, would watch again",4,Positive,159,1
1303,120,Forrest Gump,Action,French,2024,139,Martin Scorsese,"Movie was okay, nothing special",4,Neutral,166,0
1304,159,Parasite,Comedy,Hindi,2015,122,Christopher Nolan,Average storyline but decent acting,2,Neutral,100,1
1305,199,Avengers,Action,Spanish,2013,117,Christopher Nolan,"Outstanding movie, highly recommended",5,Positive,165,1
1306,141,Avengers,Drama,Korean,2022,108,Martin Scorsese,Not bad but could be better,2,Neutral,87,0
1307,198,Gladiator,Romance,French,1999,104,James Cameron,Good movie for one time watch,4,Neutral,81,1
1308,168,Gladiator,Action,Hindi,2012,124,Christopher Nolan,Loved the acting and direction,4,Positive,36,1
1309,125,Interstellar,Drama,Spanish,2003,109,James Cameron,"Outstanding movie, highly recommended",4,Positive,83,1
